['.', '()', '().', '(())', '(()).', '(()())']
['.', '()', '().', '()..', '()(.)', '(.(.))']
['.', '()', '().', '()..', '()(.)', '.((.))']
['.', '()', '().', '()..', '().()', '(()())']
['.', '()', '().', '()..', '().()', '((.).)']
['.', '()', '().', '()..', '().()', '()(())']
['.', '()', '().', '()..', '().()', '().().']
['.', '()', '().', '()..', '().()', '().(.)']
['.', '()', '().', '()..', '().()', '()..()']
['.', '()', '().', '()..', '().()', '(..())']
['.', '()', '().', '()..', '().()', '.(.())']
['.', '()', '().', '()..', '()...', '(()..)']
['.', '()', '().', '()..', '()...', '((.).)']
['.', '()', '().', '()..', '()...', '((..))']
['.', '()', '().', '()..', '()...', '()(..)']
['.', '()', '().', '()..', '()...', '().(.)']
['.', '()', '().', '()..', '()...', '()..()']
['.', '()', '().', '()..', '()...', '()....']
['.', '()', '().', '()..', '()...', '(....)']
['.', '()', '().', '()..', '()...', '.(...)']
['.', '()', '().', '()..', '(...)', '()..()']
['.', '()', '().', '()..', '(...)', '(.(.))']
['.', '()', '().', '()..', '(...)', '(..())']
['.', '()', '().', '()..', '(...)', '(...).']
['.', '()', '().', '()..', '(...)', '(....)']
['.', '()', '().', '()..', '.(..)', '((..))']
['.', '()', '().', '()..', '.(..)', '()..()']
['.', '()', '().', '()..', '.(..)', '.((.))']
['.', '()', '().', '()..', '.(..)', '.(.())']
['.', '()', '().', '()..', '.(..)', '.(..).']
['.', '()', '().', '()..', '.(..)', '.(...)']
['.', '()', '().', '(..)', '().()', '()(())']
['.', '()', '().', '(..)', '().()', '().().']
['.', '()', '().', '(..)', '().()', '().(.)']
['.', '()', '().', '(..)', '().()', '(..())']
['.', '()', '().', '(..)', '().()', '(..)()']
['.', '()', '().', '(..)', '().()', '.(.())']
['.', '()', '().', '(..)', '(.())', '(.()).']
['.', '()', '().', '(..)', '(.())', '(.().)']
['.', '()', '().', '(..)', '(.())', '(..)()']
['.', '()', '().', '(..)', '(..).', '().(.)']
['.', '()', '().', '(..)', '(..).', '(.().)']
['.', '()', '().', '(..)', '(..).', '(..())']
['.', '()', '().', '(..)', '(..).', '(..)()']
['.', '()', '().', '(..)', '(..).', '(..)..']
['.', '()', '().', '(..)', '(..).', '(....)']
['.', '()', '().', '(..)', '(...)', '(.(.))']
['.', '()', '().', '(..)', '(...)', '(..)()']
['.', '()', '().', '(..)', '(...)', '(...).']
['.', '()', '().', '(..)', '(...)', '(....)']
['.', '()', '().', '.(.)', '((.))', '((.)).']
['.', '()', '().', '.(.)', '((.))', '((.).)']
['.', '()', '().', '.(.)', '((.))', '.(.)()']
['.', '()', '().', '.(.)', '().()', '(()())']
['.', '()', '().', '.(.)', '().()', '()(())']
['.', '()', '().', '.(.)', '().()', '().().']
['.', '()', '().', '.(.)', '().()', '().(.)']
['.', '()', '().', '.(.)', '().()', '(..())']
['.', '()', '().', '.(.)', '().()', '.(.())']
['.', '()', '().', '.(.)', '().()', '.(.)()']
['.', '()', '().', '.(.)', '.(())', '((()))']
['.', '()', '().', '.(.)', '.(())', '.(()).']
['.', '()', '().', '.(.)', '.(())', '.(().)']
['.', '()', '().', '.(.)', '.(())', '.(.)()']
['.', '()', '().', '.(.)', '.(.).', '((.).)']
['.', '()', '().', '.(.)', '.(.).', '().(.)']
['.', '()', '().', '.(.)', '.(.).', '.(().)']
['.', '()', '().', '.(.)', '.(.).', '.(.())']
['.', '()', '().', '.(.)', '.(.).', '.(.)()']
['.', '()', '().', '.(.)', '.(.).', '.(.)..']
['.', '()', '().', '.(.)', '.(.).', '.(...)']
['.', '()', '().', '.(.)', '.(..)', '((..))']
['.', '()', '().', '.(.)', '.(..)', '.((.))']
['.', '()', '().', '.(.)', '.(..)', '.(.)()']
['.', '()', '().', '.(.)', '.(..)', '.(..).']
['.', '()', '().', '.(.)', '.(..)', '.(...)']
['.', '()', '(.)', '()()', '()().', '((()))']
['.', '()', '(.)', '()()', '()().', '()(())']
['.', '()', '(.)', '()()', '()().', '()()()']
['.', '()', '(.)', '()()', '()().', '()()..']
['.', '()', '(.)', '()()', '()().', '()(..)']
['.', '()', '(.)', '()()', '()().', '(.()).']
['.', '()', '(.)', '()()', '()().', '(.().)']
['.', '()', '(.)', '()()', '()().', '(.)(.)']
['.', '()', '(.)', '()()', '()().', '.(()).']
['.', '()', '(.)', '()()', '()().', '.(().)']
['.', '()', '(.)', '()()', '()(.)', '()()()']
['.', '()', '(.)', '()()', '()(.)', '()(.).']
['.', '()', '(.)', '()()', '()(.)', '()(..)']
['.', '()', '(.)', '()()', '()(.)', '(.(.))']
['.', '()', '(.)', '()()', '()(.)', '.((.))']
['.', '()', '(.)', '()()', '(.())', '()()()']
['.', '()', '(.)', '()()', '(.())', '(.().)']
['.', '()', '(.)', '()()', '(.)()', '()(())']
['.', '()', '(.)', '()()', '(.)()', '()()()']
['.', '()', '(.)', '()()', '(.)()', '(.)().']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)']
['.', '()', '(.)', '()()', '(.)()', '(..())']
['.', '()', '(.)', '()()', '.(())', '((()))']
['.', '()', '(.)', '()()', '.(())', '()()()']
['.', '()', '(.)', '()()', '.(())', '.(()).']
['.', '()', '(.)', '()()', '.(())', '.(().)']
['.', '()', '(.)', '(.).', '()(.)', '()(())']
['.', '()', '(.)', '(.).', '()(.)', '()(.).']
['.', '()', '(.)', '(.).', '()(.)', '()(..)']
['.', '()', '(.)', '(.).', '()(.)', '(.(.))']
['.', '()', '(.)', '(.).', '()(.)', '(.).()']
['.', '()', '(.)', '(.).', '()(.)', '.((.))']
['.', '()', '(.)', '(.).', '(.())', '(.()).']
['.', '()', '(.)', '(.).', '(.())', '(.().)']
['.', '()', '(.)', '(.).', '(.())', '(.).()']
['.', '()', '(.)', '(.).', '(.)()', '()(())']
['.', '()', '(.)', '(.).', '(.)()', '(.().)']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))']
['.', '()', '(.)', '(.).', '(.)()', '(.)().']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)']
['.', '()', '(.)', '(.).', '(.)()', '(.).()']
['.', '()', '(.)', '(.).', '(.)()', '(..())']
['.', '()', '(.)', '(.).', '(.)..', '()(..)']
['.', '()', '(.)', '(.).', '(.)..', '(.().)']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)']
['.', '()', '(.)', '(.).', '(.)..', '(.).()']
['.', '()', '(.)', '(.).', '(.)..', '(.)...']
['.', '()', '(.)', '(.).', '(.)..', '(....)']
['.', '()', '(.)', '(.).', '(...)', '(.).()']
['.', '()', '(.)', '(.).', '(...)', '(..())']
['.', '()', '(.)', '(.).', '(...)', '(...).']
['.', '()', '(.)', '(.).', '(...)', '(....)']
['.', '()', '(.)', '(..)', '(.)()', '()(())']
['.', '()', '(.)', '(..)', '(.)()', '(.)().']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)']
['.', '()', '(.)', '(..)', '(.)()', '(..())']
['.', '()', '(.)', '(..)', '(.)()', '(..)()']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)']
['.', '()', '(.)', '(..)', '(..).', '(..())']
['.', '()', '(.)', '(..)', '(..).', '(..)()']
['.', '()', '(.)', '(..)', '(..).', '(..)..']
['.', '()', '(.)', '(..)', '(..).', '(....)']
['.', '()', '(.)', '(..)', '(...)', '(..)()']
['.', '()', '(.)', '(..)', '(...)', '(...).']
['.', '()', '(.)', '(..)', '(...)', '(....)']
['.', '()', '.()', '(())', '(()).', '(()())']
['.', '()', '.()', '(())', '(()).', '(())()']
['.', '()', '.()', '(())', '(()).', '(())..']
['.', '()', '.()', '(())', '(()).', '(()..)']
['.', '()', '.()', '(())', '(()).', '.()(.)']
['.', '()', '.()', '(())', '(().)', '(())()']
['.', '()', '.()', '(())', '(().)', '(()..)']
['.', '()', '.()', '(())', '.()()', '(()())']
['.', '()', '.()', '(())', '.()()', '(())()']
['.', '()', '.()', '(())', '.()()', '()(())']
['.', '()', '.()', '(())', '.()()', '.()().']
['.', '()', '.()', '(())', '.()()', '.()(.)']
['.', '()', '.()', '(())', '.()()', '.(.())']
['.', '()', '.()', '()()', '()().', '((()))']
['.', '()', '.()', '()()', '()().', '()(())']
['.', '()', '.()', '()()', '()().', '()()()']
['.', '()', '.()', '()()', '()().', '()()..']
['.', '()', '.()', '()()', '()().', '()(..)']
['.', '()', '.()', '()()', '()().', '(.()).']
['.', '()', '.()', '()()', '()().', '(.().)']
['.', '()', '.()', '()()', '()().', '.(()).']
['.', '()', '.()', '()()', '()().', '.(().)']
['.', '()', '.()', '()()', '()().', '.()(.)']
['.', '()', '.()', '()()', '()(.)', '()()()']
['.', '()', '.()', '()()', '()(.)', '()(.).']
['.', '()', '.()', '()()', '()(.)', '()(..)']
['.', '()', '.()', '()()', '()(.)', '(.(.))']
['.', '()', '.()', '()()', '()(.)', '.((.))']
['.', '()', '.()', '()()', '(.())', '()()()']
['.', '()', '.()', '()()', '(.())', '(.()).']
['.', '()', '.()', '()()', '(.())', '(.().)']
['.', '()', '.()', '()()', '.(())', '()()()']
['.', '()', '.()', '()()', '.(())', '.(().)']
['.', '()', '.()', '()()', '.()()', '(()())']
['.', '()', '.()', '()()', '.()()', '()(())']
['.', '()', '.()', '()()', '.()()', '()()()']
['.', '()', '.()', '()()', '.()()', '.()().']
['.', '()', '.()', '()()', '.()()', '.()(.)']
['.', '()', '.()', '()()', '.()()', '.(.())']
['.', '()', '.()', '.().', '(().)', '(()())']
['.', '()', '.()', '.().', '(().)', '(().).']
['.', '()', '.()', '.().', '(().)', '(()..)']
['.', '()', '.()', '.().', '(().)', '()(..)']
['.', '()', '.()', '.().', '(().)', '.().()']
['.', '()', '.()', '.().', '()(.)', '()(())']
['.', '()', '.()', '.().', '()(.)', '()(.).']
['.', '()', '.()', '.().', '()(.)', '()(..)']
['.', '()', '.()', '.().', '()(.)', '(.(.))']
['.', '()', '.()', '.().', '()(.)', '.((.))']
['.', '()', '.()', '.().', '()(.)', '.().()']
['.', '()', '.()', '.().', '.(())', '((()))']
['.', '()', '.()', '.().', '.(())', '.(()).']
['.', '()', '.()', '.().', '.(())', '.(().)']
['.', '()', '.()', '.().', '.(())', '.().()']
['.', '()', '.()', '.().', '.()()', '(()())']
['.', '()', '.()', '.().', '.()()', '()(())']
['.', '()', '.()', '.().', '.()()', '.(().)']
['.', '()', '.()', '.().', '.()()', '.((.))']
['.', '()', '.()', '.().', '.()()', '.()().']
['.', '()', '.()', '.().', '.()()', '.()(.)']
['.', '()', '.()', '.().', '.()()', '.().()']
['.', '()', '.()', '.().', '.()()', '.(.())']
['.', '()', '.()', '.().', '.()..', '(()..)']
['.', '()', '.()', '.().', '.()..', '()(..)']
['.', '()', '.()', '.().', '.()..', '.(().)']
['.', '()', '.()', '.().', '.()..', '.((.))']
['.', '()', '.()', '.().', '.()..', '.()(.)']
['.', '()', '.()', '.().', '.()..', '.().()']
['.', '()', '.()', '.().', '.()..', '.()...']
['.', '()', '.()', '.().', '.()..', '.(...)']
['.', '()', '.()', '.().', '.(..)', '((..))']
['.', '()', '.()', '.().', '.(..)', '.().()']
['.', '()', '.()', '.().', '.(..)', '.(.())']
['.', '()', '.()', '.().', '.(..)', '.(..).']
['.', '()', '.()', '.().', '.(..)', '.(...)']
['.', '()', '.()', '.(.)', '((.))', '((.)).']
['.', '()', '.()', '.(.)', '((.))', '((.).)']
['.', '()', '.()', '.(.)', '((.))', '.(.)()']
['.', '()', '.()', '.(.)', '.()()', '(()())']
['.', '()', '.()', '.(.)', '.()()', '()(())']
['.', '()', '.()', '.(.)', '.()()', '.()().']
['.', '()', '.()', '.(.)', '.()()', '.()(.)']
['.', '()', '.()', '.(.)', '.()()', '.(.())']
['.', '()', '.()', '.(.)', '.()()', '.(.)()']
['.', '()', '.()', '.(.)', '.(.).', '((.).)']
['.', '()', '.()', '.(.)', '.(.).', '.()(.)']
['.', '()', '.()', '.(.)', '.(.).', '.(.())']
['.', '()', '.()', '.(.)', '.(.).', '.(.)()']
['.', '()', '.()', '.(.)', '.(.).', '.(.)..']
['.', '()', '.()', '.(.)', '.(.).', '.(...)']
['.', '()', '.()', '.(.)', '.(..)', '((..))']
['.', '()', '.()', '.(.)', '.(..)', '.(.)()']
['.', '()', '.()', '.(.)', '.(..)', '.(..).']
['.', '()', '.()', '.(.)', '.(..)', '.(...)']
['.', '..', '(.)', '(())', '(()).', '(()())']
['.', '..', '(.)', '(())', '(()).', '(())()']
['.', '..', '(.)', '(())', '(()).', '(())..']
['.', '..', '(.)', '(())', '(()).', '(()..)']
['.', '..', '(.)', '(())', '(()).', '((..))']
['.', '..', '(.)', '(())', '(()).', '(.(.))']
['.', '..', '(.)', '(())', '(()).', '(.)(.)']
['.', '..', '(.)', '(())', '(().)', '(())()']
['.', '..', '(.)', '(())', '(().)', '(().).']
['.', '..', '(.)', '(())', '(().)', '(()..)']
['.', '..', '(.)', '(())', '(.)()', '(()())']
['.', '..', '(.)', '(())', '(.)()', '(())()']
['.', '..', '(.)', '(())', '(.)()', '(.)().']
['.', '..', '(.)', '(())', '(.)()', '(.)(.)']
['.', '..', '(.)', '(())', '(.)()', '..(())']
['.', '..', '(.)', '(.).', '(().)', '(()())']
['.', '..', '(.)', '(.).', '(().)', '(().).']
['.', '..', '(.)', '(.).', '(().)', '(()..)']
['.', '..', '(.)', '(.).', '(().)', '(.()).']
['.', '..', '(.)', '(.).', '(().)', '(.().)']
['.', '..', '(.)', '(.).', '(().)', '(.).()']
['.', '..', '(.)', '(.).', '(.())', '((()))']
['.', '..', '(.)', '(.).', '(.())', '(().).']
['.', '..', '(.)', '(.).', '(.())', '(()..)']
['.', '..', '(.)', '(.).', '(.())', '(.()).']
['.', '..', '(.)', '(.).', '(.())', '(.().)']
['.', '..', '(.)', '(.).', '(.())', '(.).()']
['.', '..', '(.)', '(.).', '(.)()', '(()())']
['.', '..', '(.)', '(.).', '(.)()', '(.().)']
['.', '..', '(.)', '(.).', '(.)()', '(.)().']
['.', '..', '(.)', '(.).', '(.)()', '(.)(.)']
['.', '..', '(.)', '(.).', '(.)()', '(.).()']
['.', '..', '(.)', '(.).', '(.)()', '(..())']
['.', '..', '(.)', '(.).', '(.)()', '..(())']
['.', '..', '(.)', '(.).', '(.)..', '(()..)']
['.', '..', '(.)', '(.).', '(.)..', '(.().)']
['.', '..', '(.)', '(.).', '(.)..', '(.(.))']
['.', '..', '(.)', '(.).', '(.)..', '(.)(.)']
['.', '..', '(.)', '(.).', '(.)..', '(.).()']
['.', '..', '(.)', '(.).', '(.)..', '(.)...']
['.', '..', '(.)', '(.).', '(.)..', '(....)']
['.', '..', '(.)', '(.).', '(.)..', '..(..)']
['.', '..', '(.)', '(.).', '(...)', '((..))']
['.', '..', '(.)', '(.).', '(...)', '(.).()']
['.', '..', '(.)', '(.).', '(...)', '(..())']
['.', '..', '(.)', '(.).', '(...)', '(...).']
['.', '..', '(.)', '(.).', '(...)', '(....)']
['.', '..', '(.)', '(.).', '..(.)', '(.(.))']
['.', '..', '(.)', '(.).', '..(.)', '(.).()']
['.', '..', '(.)', '(.).', '..(.)', '.((.))']
['.', '..', '(.)', '(.).', '..(.)', '..(())']
['.', '..', '(.)', '(.).', '..(.)', '..(.).']
['.', '..', '(.)', '(.).', '..(.)', '..(..)']
['.', '..', '(.)', '(..)', '((.))', '((.)).']
['.', '..', '(.)', '(..)', '((.))', '((.).)']
['.', '..', '(.)', '(..)', '((.))', '(..)()']
['.', '..', '(.)', '(..)', '(.)()', '(.)().']
['.', '..', '(.)', '(..)', '(.)()', '(.)(.)']
['.', '..', '(.)', '(..)', '(.)()', '(..())']
['.', '..', '(.)', '(..)', '(.)()', '(..)()']
['.', '..', '(.)', '(..)', '(.)()', '..(())']
['.', '..', '(.)', '(..)', '(..).', '((.).)']
['.', '..', '(.)', '(..)', '(..).', '(.)(.)']
['.', '..', '(.)', '(..)', '(..).', '(..())']
['.', '..', '(.)', '(..)', '(..).', '(..)()']
['.', '..', '(.)', '(..)', '(..).', '(..)..']
['.', '..', '(.)', '(..)', '(..).', '(....)']
['.', '..', '(.)', '(..)', '(...)', '((..))']
['.', '..', '(.)', '(..)', '(...)', '(..)()']
['.', '..', '(.)', '(..)', '(...)', '(...).']
['.', '..', '(.)', '(..)', '(...)', '(....)']
['.', '..', '(.)', '..()', '(.())', '((()))']
['.', '..', '(.)', '..()', '(.())', '(.()).']
['.', '..', '(.)', '..()', '(.())', '(.().)']
['.', '..', '(.)', '..()', '(.())', '(.)(.)']
['.', '..', '(.)', '..()', '(.())', '..()()']
['.', '..', '(.)', '..()', '(.)()', '(()())']
['.', '..', '(.)', '..()', '(.)()', '(.)().']
['.', '..', '(.)', '..()', '(.)()', '(.)(.)']
['.', '..', '(.)', '..()', '(.)()', '(..())']
['.', '..', '(.)', '..()', '(.)()', '..(())']
['.', '..', '(.)', '..()', '(.)()', '..()()']
['.', '..', '(.)', '..()', '.(())', '((()))']
['.', '..', '(.)', '..()', '.(())', '.(()).']
['.', '..', '(.)', '..()', '.(())', '.(().)']
['.', '..', '(.)', '..()', '.(())', '..()()']
['.', '..', '(.)', '..()', '..().', '(.().)']
['.', '..', '(.)', '..()', '..().', '(.)(.)']
['.', '..', '(.)', '..()', '..().', '.(().)']
['.', '..', '(.)', '..()', '..().', '..(())']
['.', '..', '(.)', '..()', '..().', '..()()']
['.', '..', '(.)', '..()', '..().', '..()..']
['.', '..', '(.)', '..()', '..().', '..(..)']
['.', '..', '(.)', '..()', '..(.)', '(.(.))']
['.', '..', '(.)', '..()', '..(.)', '.((.))']
['.', '..', '(.)', '..()', '..(.)', '..()()']
['.', '..', '(.)', '..()', '..(.)', '..(.).']
['.', '..', '(.)', '..()', '..(.)', '..(..)']
['.', '..', '.()', '(())', '(()).', '(()())']
['.', '..', '.()', '(())', '(()).', '(())()']
['.', '..', '.()', '(())', '(()).', '(())..']
['.', '..', '.()', '(())', '(()).', '(()..)']
['.', '..', '.()', '(())', '(()).', '((.).)']
['.', '..', '.()', '(())', '(()).', '(.().)']
['.', '..', '.()', '(())', '(()).', '.()(.)']
['.', '..', '.()', '(())', '(().)', '(())()']
['.', '..', '.()', '(())', '(().)', '(().).']
['.', '..', '.()', '(())', '(().)', '(()..)']
['.', '..', '.()', '(())', '(().)', '((..))']
['.', '..', '.()', '(())', '(().)', '(.(.))']
['.', '..', '.()', '(())', '((.))', '(().).']
['.', '..', '.()', '(())', '((.))', '(()..)']
['.', '..', '.()', '(())', '((.))', '((.)).']
['.', '..', '.()', '(())', '((.))', '((.).)']
['.', '..', '.()', '(())', '(.())', '(())()']
['.', '..', '.()', '(())', '(.())', '(().).']
['.', '..', '.()', '(())', '(.())', '(()..)']
['.', '..', '.()', '(())', '(.())', '(.()).']
['.', '..', '.()', '(())', '(.())', '(.().)']
['.', '..', '.()', '(())', '.()()', '(()())']
['.', '..', '.()', '(())', '.()()', '(())()']
['.', '..', '.()', '(())', '.()()', '.()().']
['.', '..', '.()', '(())', '.()()', '.()(.)']
['.', '..', '.()', '(())', '.()()', '.(.())']
['.', '..', '.()', '(())', '.()()', '..(())']
['.', '..', '.()', '.().', '(().)', '(()())']
['.', '..', '.()', '.().', '(().)', '(().).']
['.', '..', '.()', '.().', '(().)', '(()..)']
['.', '..', '.()', '.().', '(().)', '((..))']
['.', '..', '.()', '.().', '(().)', '(.(.))']
['.', '..', '.()', '.().', '(().)', '.().()']
['.', '..', '.()', '.().', '.(())', '((()))']
['.', '..', '.()', '.().', '.(())', '.(()).']
['.', '..', '.()', '.().', '.(())', '.(().)']
['.', '..', '.()', '.().', '.(())', '.().()']
['.', '..', '.()', '.().', '.()()', '(()())']
['.', '..', '.()', '.().', '.()()', '.(().)']
['.', '..', '.()', '.().', '.()()', '.()().']
['.', '..', '.()', '.().', '.()()', '.()(.)']
['.', '..', '.()', '.().', '.()()', '.().()']
['.', '..', '.()', '.().', '.()()', '.(.())']
['.', '..', '.()', '.().', '.()()', '..(())']
['.', '..', '.()', '.().', '.()..', '(()..)']
['.', '..', '.()', '.().', '.()..', '.(().)']
['.', '..', '.()', '.().', '.()..', '.((.))']
['.', '..', '.()', '.().', '.()..', '.()(.)']
['.', '..', '.()', '.().', '.()..', '.().()']
['.', '..', '.()', '.().', '.()..', '.()...']
['.', '..', '.()', '.().', '.()..', '.(...)']
['.', '..', '.()', '.().', '.()..', '..(..)']
['.', '..', '.()', '.().', '.(..)', '((..))']
['.', '..', '.()', '.().', '.(..)', '.().()']
['.', '..', '.()', '.().', '.(..)', '.(.())']
['.', '..', '.()', '.().', '.(..)', '.(..).']
['.', '..', '.()', '.().', '.(..)', '.(...)']
['.', '..', '.()', '.().', '..(.)', '(.(.))']
['.', '..', '.()', '.().', '..(.)', '.((.))']
['.', '..', '.()', '.().', '..(.)', '.().()']
['.', '..', '.()', '.().', '..(.)', '..(())']
['.', '..', '.()', '.().', '..(.)', '..(.).']
['.', '..', '.()', '.().', '..(.)', '..(..)']
['.', '..', '.()', '.(.)', '((.))', '((.)).']
['.', '..', '.()', '.(.)', '((.))', '((.).)']
['.', '..', '.()', '.(.)', '((.))', '.(.)()']
['.', '..', '.()', '.(.)', '.()()', '(()())']
['.', '..', '.()', '.(.)', '.()()', '.()().']
['.', '..', '.()', '.(.)', '.()()', '.()(.)']
['.', '..', '.()', '.(.)', '.()()', '.(.())']
['.', '..', '.()', '.(.)', '.()()', '.(.)()']
['.', '..', '.()', '.(.)', '.()()', '..(())']
['.', '..', '.()', '.(.)', '.(.).', '((.).)']
['.', '..', '.()', '.(.)', '.(.).', '.()(.)']
['.', '..', '.()', '.(.)', '.(.).', '.(.())']
['.', '..', '.()', '.(.)', '.(.).', '.(.)()']
['.', '..', '.()', '.(.)', '.(.).', '.(.)..']
['.', '..', '.()', '.(.)', '.(.).', '.(...)']
['.', '..', '.()', '.(.)', '.(..)', '((..))']
['.', '..', '.()', '.(.)', '.(..)', '.(.)()']
['.', '..', '.()', '.(.)', '.(..)', '.(..).']
['.', '..', '.()', '.(.)', '.(..)', '.(...)']
['.', '..', '.()', '..()', '(.())', '((()))']
['.', '..', '.()', '..()', '(.())', '(.()).']
['.', '..', '.()', '..()', '(.())', '(.().)']
['.', '..', '.()', '..()', '(.())', '..(())']
['.', '..', '.()', '..()', '(.())', '..()()']
['.', '..', '.()', '..()', '.(())', '((()))']
['.', '..', '.()', '..()', '.(())', '.(()).']
['.', '..', '.()', '..()', '.(())', '.(().)']
['.', '..', '.()', '..()', '.(())', '..()()']
['.', '..', '.()', '..()', '.()()', '(()())']
['.', '..', '.()', '..()', '.()()', '.()().']
['.', '..', '.()', '..()', '.()()', '.()(.)']
['.', '..', '.()', '..()', '.()()', '.(.())']
['.', '..', '.()', '..()', '.()()', '..(())']
['.', '..', '.()', '..()', '.()()', '..()()']
['.', '..', '.()', '..()', '..().', '(.().)']
['.', '..', '.()', '..()', '..().', '.(().)']
['.', '..', '.()', '..()', '..().', '.()(.)']
['.', '..', '.()', '..()', '..().', '..(())']
['.', '..', '.()', '..()', '..().', '..()()']
['.', '..', '.()', '..()', '..().', '..()..']
['.', '..', '.()', '..()', '..().', '..(..)']
['.', '..', '.()', '..()', '..(.)', '(.(.))']
['.', '..', '.()', '..()', '..(.)', '.((.))']
['.', '..', '.()', '..()', '..(.)', '..()()']
['.', '..', '.()', '..()', '..(.)', '..(.).']
['.', '..', '.()', '..()', '..(.)', '..(..)']
['.', '..', '...', '(..)', '((.))', '((.)).']
['.', '..', '...', '(..)', '((.))', '((.).)']
['.', '..', '...', '(..)', '((.))', '(.()).']
['.', '..', '...', '(..)', '((.))', '(.().)']
['.', '..', '...', '(..)', '((.))', '(..)()']
['.', '..', '...', '(..)', '(.())', '((()))']
['.', '..', '...', '(..)', '(.())', '((.)).']
['.', '..', '...', '(..)', '(.())', '((.).)']
['.', '..', '...', '(..)', '(.())', '(.()).']
['.', '..', '...', '(..)', '(.())', '(.().)']
['.', '..', '...', '(..)', '(.())', '(..)()']
['.', '..', '...', '(..)', '(..).', '((.).)']
['.', '..', '...', '(..)', '(..).', '(.().)']
['.', '..', '...', '(..)', '(..).', '(..())']
['.', '..', '...', '(..)', '(..).', '(..)()']
['.', '..', '...', '(..)', '(..).', '(..)..']
['.', '..', '...', '(..)', '(..).', '(....)']
['.', '..', '...', '(..)', '(..).', '...(.)']
['.', '..', '...', '(..)', '(...)', '((..))']
['.', '..', '...', '(..)', '(...)', '(.(.))']
['.', '..', '...', '(..)', '(...)', '(..)()']
